,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_blue_side_towers_taken,total_blue_side_inhibitors_destroyed,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_red_side_towers_taken,total_red_side_inhibitors_destroyed,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
0,1173,True,False,False,559,11,23,8,31489,29500,16,48,110,0,0,0,3,0,1,626,23,11,37,40506,37458,9,59,102,4,0,3,0,0,0
0,966,True,False,True,550,13,7,17,33327,28708,7,33,69,4,0,0,6,0,1,549,7,13,10,27952,22025,4,38,64,0,0,2,0,0,0
0,915,True,False,False,457,6,21,4,23971,21070,1,26,42,0,0,0,2,0,0,513,21,6,20,35121,31035,12,38,83,3,0,1,2,0,0
0,1619,False,False,True,898,27,15,66,59295,50810,32,78,191,9,1,2,6,1,1,895,15,27,19,49042,46895,32,72,190,4,0,2,0,0,0
0,1949,False,False,False,961,25,35,29,63610,61130,28,96,209,5,0,1,2,1,1,1076,35,26,60,73567,62675,42,80,263,11,3,4,3,1,0
0,1516,False,False,False,732,28,35,43,52836,49318,18,64,150,4,0,1,0,0,0,783,35,28,47,59371,52125,21,46,113,10,2,2,6,1,1
0,1747,False,False,True,813,40,36,66,68298,59050,19,63,148,10,1,3,3,2,0,832,35,40,70,61036,57508,29,65,187,5,0,0,0,0,1
0,1472,False,False,False,716,18,23,28,46371,42750,23,61,144,3,0,0,5,0,0,833,23,18,37,54970,48975,30,75,179,9,1,4,1,1,1
0,2312,False,False,False,1222,33,30,59,79363,75558,62,108,331,8,2,1,6,1,0,1148,30,33,39,81524,73750,40,123,288,8,1,5,0,1,1
0,1412,False,False,False,661,12,24,22,44124,41400,6,51,96,5,0,0,6,0,0,800,24,13,34,52528,44600,10,44,128,10,2,3,0,1,1
0,957,True,False,False,522,7,22,6,26480,23525,9,29,55,0,0,0,3,0,0,471,22,7,41,32107,28700,12,40,95,0,0,2,3,0,0
0,2357,False,False,True,1278,37,32,49,87480,76725,35,81,236,11,4,1,4,2,1,1225,32,37,51,80732,81945,31,129,293,5,0,5,2,1,0
0,1479,False,False,False,626,11,23,15,37402,35475,17,65,135,0,0,1,0,0,0,757,23,11,38,54056,50255,31,64,173,11,3,2,3,1,1
0,1541,False,False,True,777,37,15,72,60753,55105,24,94,189,8,1,3,0,1,1,753,15,37,26,45737,44250,35,54,125,3,0,0,6,0,0
0,2013,False,False,False,888,31,40,68,64889,62610,29,112,226,3,0,2,0,0,1,920,40,31,99,72390,65460,47,95,254,11,2,3,3,2,0
0,1829,False,False,False,933,21,31,40,60321,60900,43,97,229,5,0,3,5,1,1,833,31,21,67,63345,53235,35,97,200,9,2,2,1,1,0
0,921,True,False,False,440,2,17,1,21872,19875,4,28,55,0,0,0,0,0,0,533,17,2,18,32676,25800,7,36,70,4,0,2,1,0,0
0,1955,False,False,True,935,38,34,69,69206,62325,46,80,210,7,1,4,0,1,0,945,34,38,51,66699,64775,19,100,222,6,0,0,5,1,1
0,2032,False,False,False,1107,26,27,48,68179,65485,47,100,275,7,0,3,6,0,0,1066,27,26,48,69334,62933,44,108,252,8,1,1,0,2,1
0,1497,False,False,False,632,29,38,38,47360,44700,24,60,110,0,0,0,0,0,0,762,38,29,64,63691,56200,33,84,197,11,3,2,1,1,1
0,1630,False,False,True,846,29,19,54,59303,50962,23,71,175,9,2,2,0,1,0,802,19,29,39,50309,48635,34,73,192,2,0,1,0,0,1
0,1589,False,False,True,786,37,28,65,60251,56075,14,65,148,10,2,3,0,1,0,642,28,37,48,51543,49658,17,59,132,2,0,0,6,0,1
0,1877,True,False,False,903,23,31,37,56562,53975,34,84,216,4,0,1,6,0,1,961,31,23,65,65364,60033,34,88,210,8,0,4,0,1,0
0,1422,True,False,True,764,26,10,42,49691,42393,20,65,142,9,1,1,2,0,1,650,10,26,11,40097,37475,19,68,154,3,0,1,1,0,0
0,1961,False,False,False,1083,22,24,39,63980,59050,62,102,236,3,0,0,2,0,1,1128,24,22,36,69174,64510,57,133,290,10,2,4,4,2,0
0,1875,False,False,False,759,32,42,56,62910,60183,38,85,215,5,1,0,6,1,1,873,42,32,74,67982,61915,25,93,211,7,1,4,0,1,0
0,1542,False,False,False,682,29,26,42,49381,47775,15,63,146,2,0,0,3,0,0,713,26,30,47,52646,48500,20,64,154,7,1,3,0,0,1
0,1948,False,False,False,989,31,32,48,66264,62105,46,77,189,3,0,3,6,0,1,998,32,31,55,72806,68025,39,123,266,11,4,2,0,2,0
0,1303,True,False,True,656,31,18,54,49124,45425,18,49,126,6,0,1,3,0,0,560,18,31,26,39186,37100,15,54,111,1,0,2,3,0,0
0,1763,False,False,True,953,19,19,44,59144,51500,30,76,201,8,1,2,6,1,0,863,19,19,36,51586,47833,28,58,165,3,0,1,0,0,1
0,1869,False,False,True,784,40,26,87,62363,58208,25,78,212,9,2,2,6,1,1,929,26,40,38,60184,59025,19,74,150,4,0,3,0,0,0
0,1591,False,False,False,752,24,33,28,50538,48848,22,66,159,4,0,1,4,0,1,859,33,24,52,60359,52850,25,68,170,7,1,2,2,1,0
0,1166,True,False,False,617,7,21,7,33493,31375,13,53,109,3,0,0,4,0,0,657,21,7,27,39399,36133,11,45,92,3,0,3,1,0,1
0,1602,False,False,True,771,37,17,42,59755,53055,15,56,148,11,3,3,6,1,0,806,17,37,27,49755,46475,18,56,125,2,0,0,0,0,1
0,1561,False,False,False,714,15,36,21,45105,44600,36,74,160,1,0,0,3,0,0,833,36,15,66,60109,50575,30,77,158,10,2,3,3,1,1
0,2302,False,False,False,1031,30,55,59,76610,74205,20,130,234,4,0,0,0,1,0,1294,55,30,60,90715,81660,65,55,266,11,3,5,3,1,1
0,1669,False,False,False,881,19,30,20,53099,50635,40,82,212,3,0,2,0,0,1,876,30,19,62,61172,56150,36,86,196,11,3,2,6,1,0
0,1310,False,False,True,719,26,13,46,50240,45425,8,46,101,9,2,2,6,1,1,681,13,26,19,40773,38575,5,46,88,1,0,1,0,0,0
0,1712,False,False,True,762,42,24,103,63960,55865,31,77,199,9,1,2,0,1,0,794,23,42,34,52156,50658,33,77,183,3,0,2,3,0,1
0,1837,False,False,True,917,38,23,68,67891,59808,41,77,198,9,1,3,2,2,1,920,23,38,28,58227,57175,25,93,221,4,0,1,1,0,0
0,928,True,False,True,516,20,5,15,33126,31475,11,45,70,4,0,1,6,0,0,458,5,20,6,24755,22575,14,40,81,0,0,0,0,0,0
0,1589,False,False,False,761,21,24,43,50591,47133,22,71,172,6,0,3,0,0,1,823,24,21,41,56632,47958,31,56,150,8,1,1,6,1,0
0,1979,False,False,True,913,50,42,106,77702,69975,27,84,209,9,1,4,0,1,0,794,40,51,75,67191,63850,22,73,196,6,1,0,6,1,1
0,1731,False,False,True,828,46,28,75,66886,62125,30,62,172,9,1,2,3,1,1,865,28,46,42,60403,56325,23,92,179,3,0,2,3,0,0
0,1456,False,False,False,760,9,27,12,38644,36325,18,60,140,1,0,1,0,0,0,815,27,9,46,55396,45858,24,69,178,10,2,2,6,1,1
0,1802,False,False,True,763,41,27,73,66578,61383,25,72,189,9,1,2,5,2,0,801,27,41,63,56625,54210,20,65,165,3,0,2,1,0,0
0,1333,False,False,False,667,15,36,23,42173,39708,15,54,114,3,0,0,3,0,0,673,36,15,59,56120,47475,22,63,152,10,2,3,3,1,1
0,1574,False,False,False,799,12,28,19,46024,44625,20,73,152,3,0,0,5,0,0,800,28,12,50,55060,50515,27,59,158,8,1,3,0,1,1
0,1567,True,False,False,791,17,22,34,47298,44585,28,67,175,3,0,1,3,0,1,810,22,18,44,50838,42250,24,78,176,6,1,2,0,0,0
0,1219,True,False,False,605,8,33,11,34914,31350,12,59,110,1,0,0,0,0,0,701,33,8,33,47921,42120,19,46,114,7,1,3,6,0,1
0,1255,False,False,False,573,6,28,11,32660,28100,13,52,92,0,0,0,4,0,0,750,28,6,33,49513,42550,20,57,135,11,3,1,2,0,1
0,1596,False,False,True,714,24,35,45,55346,48813,13,71,152,11,3,2,6,0,1,743,35,24,70,57825,51850,16,55,135,3,0,2,0,1,0
0,1602,True,False,False,761,19,34,29,49587,46600,16,67,141,1,0,0,3,0,0,870,34,20,37,61311,54700,25,54,162,11,3,4,3,1,1
0,1299,True,False,True,715,23,17,34,46072,40633,14,59,136,4,0,2,1,0,0,658,16,23,22,40194,37600,16,44,102,1,0,1,3,0,1
0,1850,False,False,True,923,25,24,35,66677,62550,20,71,174,11,5,1,6,2,1,970,24,25,35,59462,55118,24,80,163,1,0,4,0,0,0
0,1484,False,False,False,622,21,42,34,45170,43650,16,66,138,2,0,0,3,0,0,691,42,21,65,59956,52213,25,55,137,10,2,3,3,1,1
0,1222,True,False,True,598,39,18,58,47290,41700,13,61,120,3,0,3,0,0,1,521,18,39,31,36709,33425,14,32,69,1,0,0,6,0,0
0,1683,False,False,True,802,44,22,78,67719,57208,22,79,188,11,2,3,2,2,1,795,22,44,34,53072,48900,22,62,153,0,0,1,3,0,0
0,1396,True,False,False,640,9,23,16,37901,35450,12,57,123,2,0,1,2,0,1,722,23,9,45,49436,43650,15,52,121,7,1,2,4,1,0
0,1554,False,False,False,734,21,35,37,51620,48900,16,60,133,2,0,0,0,0,1,777,35,21,43,59069,56600,10,64,141,11,3,3,6,1,0
0,936,True,False,False,468,7,18,12,26532,23100,7,39,76,0,0,1,0,0,0,517,18,7,19,32642,28850,14,24,70,2,0,1,6,0,0
0,1162,False,False,False,496,7,28,8,31310,30535,4,28,54,1,0,0,3,0,0,619,28,7,36,45861,39500,4,36,76,10,2,2,2,0,0
0,1639,True,False,False,654,30,46,51,56051,53558,17,58,149,5,0,0,3,0,0,700,45,30,68,62030,54975,8,60,150,7,2,4,3,1,0
0,1658,True,False,True,725,27,28,42,55622,51858,22,61,146,6,1,4,1,1,1,752,27,27,29,51951,49550,19,67,159,5,0,0,2,0,0
0,2044,False,False,True,1092,23,13,38,67178,61591,26,95,204,11,3,0,3,1,1,959,13,23,22,54460,48735,42,84,238,2,0,4,3,0,0
0,954,True,False,False,454,14,31,15,29694,27525,6,26,60,0,0,0,2,0,0,488,31,14,42,40206,33825,3,39,63,5,0,1,1,0,1
0,1597,True,False,False,807,19,32,24,50927,49933,18,64,149,5,0,0,6,0,1,840,32,19,61,58666,54375,23,59,150,6,0,4,0,1,0
0,935,True,False,False,410,7,20,11,25502,22200,7,28,55,0,0,0,0,0,0,498,20,7,21,34650,30525,10,39,79,3,0,1,3,0,1
0,1500,False,False,False,706,16,41,20,43737,41575,15,47,114,1,0,0,3,0,0,819,41,16,48,60398,51705,21,56,142,9,1,3,0,1,0
0,1592,True,False,True,793,42,22,65,64046,58117,21,80,166,7,0,4,0,1,1,760,22,42,26,49428,46175,27,58,155,3,0,0,3,0,0
0,1705,False,False,True,881,36,21,65,64525,55700,39,55,185,9,1,1,0,1,0,815,21,37,40,51238,49100,20,78,166,3,0,3,3,0,1
0,1503,False,False,True,868,32,16,45,58488,54285,14,42,123,10,2,2,0,1,1,707,16,32,31,43809,41433,15,50,133,1,0,1,6,0,0
0,1645,False,False,False,666,25,50,32,51799,50475,21,73,159,3,0,0,6,0,0,862,50,26,74,67669,58200,20,65,168,10,2,3,0,1,1
0,1698,False,False,True,812,33,21,84,60028,51400,26,59,142,8,1,2,0,1,0,922,21,33,26,58680,55500,25,76,175,5,0,2,3,0,1
0,1351,False,False,True,798,23,13,38,52330,43275,24,51,139,10,1,0,6,1,1,670,13,23,15,39210,35550,19,49,126,3,0,2,0,0,0
0,1676,False,False,True,895,31,28,62,62668,57780,33,74,197,8,1,4,0,1,0,826,27,31,61,55594,53675,23,79,193,4,0,0,6,0,1
0,1494,False,False,True,839,47,16,74,64041,54475,15,48,125,9,1,3,1,1,0,744,16,47,25,46687,44075,14,61,136,1,0,0,0,0,1
0,1854,True,False,False,882,24,32,51,56379,52550,20,70,163,3,0,1,3,0,0,900,32,24,65,65103,58635,22,74,172,7,1,4,3,2,1
0,1968,False,False,False,1047,27,32,48,65827,61447,43,80,201,6,0,2,0,0,1,1023,32,27,53,71828,64250,26,104,232,11,3,2,6,2,0
0,1623,False,False,False,818,14,25,24,46914,42935,21,63,134,2,0,0,3,0,0,934,25,14,39,60205,53825,25,69,201,11,3,4,3,1,1
0,921,True,False,True,523,18,6,21,32133,31350,7,29,62,2,0,2,0,0,1,505,6,18,4,26139,24000,6,24,51,1,0,0,6,0,0
0,1930,True,False,True,899,34,27,60,67307,64450,35,119,250,7,2,4,0,2,0,981,27,34,49,61355,57950,50,80,207,4,0,1,1,0,0
0,1477,False,False,True,874,20,9,31,52650,42885,18,66,152,10,2,3,2,1,1,711,9,20,18,39351,36625,32,57,131,1,0,0,0,0,0
0,1234,True,False,False,594,7,20,9,33163,30975,10,32,66,1,0,1,0,0,0,711,20,7,22,44761,40883,14,41,118,11,3,2,6,0,1
0,1551,True,False,False,738,13,24,20,45058,43950,13,62,125,2,0,1,6,0,1,830,24,13,51,52563,47455,19,48,143,6,1,3,0,1,0
0,2176,False,False,False,972,26,41,52,68855,71380,53,85,240,5,0,1,3,2,0,1018,41,26,84,73547,68125,46,130,300,9,1,3,3,0,1
0,2040,False,False,True,975,32,23,69,72617,67550,64,129,290,7,1,1,0,2,0,1045,23,32,38,63692,59960,48,120,280,5,0,4,6,0,1
0,915,True,False,True,516,27,7,20,37234,32783,4,30,60,4,0,2,3,0,0,375,7,27,6,25144,23175,5,24,44,1,0,0,3,0,0
0,1422,True,False,False,706,19,44,26,47909,46385,14,62,139,4,0,0,3,0,1,759,44,20,54,58411,51133,16,56,124,8,2,2,0,1,0
0,1128,True,False,False,529,12,25,6,32771,31030,7,46,88,2,0,0,3,0,0,568,25,12,50,41653,35675,14,45,109,5,0,1,3,0,1
0,1510,False,False,False,684,17,28,29,43188,40175,11,64,126,2,0,2,3,0,0,807,28,17,33,55484,49175,25,49,142,10,2,1,3,1,1
0,106,False,True,True,0,1,0,3,3119,2975,0,2,0,0,0,0,0,0,0,0,0,1,0,2500,2500,0,0,0,0,0,0,0,0,0
0,2056,False,False,False,1152,24,31,27,68496,66270,32,96,223,7,1,5,3,0,0,1010,31,24,62,70432,63858,31,95,225,8,1,1,3,2,1
0,1629,False,False,False,702,24,25,56,50561,48700,22,65,153,3,0,0,0,0,1,835,25,24,57,57861,51600,24,65,176,9,1,4,6,1,0
0,2217,False,False,False,1044,34,42,49,74189,69808,33,93,222,6,0,2,2,0,0,1061,42,34,82,78009,75500,22,79,195,10,5,4,1,2,1
0,1503,True,False,False,697,21,24,40,47207,45345,21,73,156,3,0,1,3,0,0,800,24,21,45,53136,48625,31,79,170,7,2,2,3,1,1
0,1025,True,False,False,513,14,25,7,31232,27575,7,44,86,1,0,0,1,0,1,545,24,14,29,37732,31308,18,40,105,2,0,2,4,0,0
0,1190,False,False,True,606,14,3,28,38625,32675,7,39,80,7,1,1,6,0,1,688,3,14,4,32115,29805,4,38,77,1,0,2,0,0,0
0,912,True,False,False,420,11,21,10,26375,23150,9,35,76,0,0,0,4,0,0,458,21,11,24,31678,26550,7,33,65,1,0,2,2,0,0
0,1869,False,False,True,1062,22,11,48,62238,56550,47,71,234,8,1,4,3,0,1,962,11,22,20,50714,48605,30,83,180,1,0,0,3,0,0
0,1783,False,False,False,748,19,35,38,51947,50225,27,63,159,3,0,0,6,0,0,892,35,20,94,63210,56785,29,80,208,9,1,4,0,1,0
0,1260,True,False,True,632,36,19,40,50894,42350,10,62,135,5,0,1,1,0,1,626,19,36,23,41432,39450,15,42,99,4,0,1,0,0,0
0,1133,True,False,True,642,22,8,20,41145,39485,17,47,119,5,0,2,0,0,1,586,8,22,7,31282,28660,13,43,90,0,0,0,3,0,0
0,917,True,False,True,546,16,5,20,34053,29675,8,45,93,5,0,1,6,0,1,449,5,16,5,23816,20700,14,28,62,0,0,0,0,0,0
0,1498,False,False,False,700,22,40,35,48172,44285,6,44,87,2,0,0,6,0,0,813,40,22,50,61979,56685,11,66,142,10,2,3,0,1,1
0,1536,False,False,False,654,26,45,35,51640,49000,11,61,130,3,0,0,6,0,1,791,45,26,58,63908,58883,20,52,140,11,3,3,0,1,0
0,913,True,False,False,424,4,14,8,22501,21000,5,33,64,0,0,0,0,0,0,572,14,4,15,32068,25825,11,35,81,3,0,1,3,0,0
0,937,True,False,False,498,6,21,6,28358,25950,7,37,76,2,0,0,6,0,0,468,21,6,39,32653,27700,8,33,83,2,0,2,0,0,0
0,911,True,False,True,530,18,3,20,33357,26925,8,40,74,4,0,1,6,0,0,426,3,18,7,23336,21900,11,31,70,0,0,1,0,0,0
0,913,True,False,True,487,18,4,31,30694,28200,5,34,69,1,0,2,3,0,0,502,4,19,7,25223,22250,6,28,61,0,0,0,3,0,0
0,1630,False,False,True,833,37,19,45,62197,54585,31,78,219,11,5,4,6,1,1,824,19,37,22,51816,50208,24,74,145,3,0,0,0,0,0
0,1565,True,False,False,751,18,34,27,47520,45218,19,68,144,2,0,0,3,0,0,799,34,18,62,57746,51075,20,62,168,6,0,4,0,1,1
0,1222,False,False,True,707,27,6,50,47991,39322,19,49,122,9,1,2,3,0,1,596,6,27,11,33436,29395,17,52,109,2,0,1,3,0,0
0,1773,False,False,True,868,29,25,43,63323,54400,44,95,233,10,2,2,6,1,1,821,25,29,40,55019,53150,29,83,156,3,0,2,0,0,0
0,1608,False,False,False,921,12,31,19,48520,46708,31,99,177,1,0,1,6,0,0,988,31,12,37,61718,54640,44,80,198,11,3,3,0,1,1
0,1816,True,False,True,945,38,30,55,69348,65005,17,71,165,10,2,3,6,1,0,881,30,38,38,65112,63575,21,64,149,5,0,1,0,1,1
0,1174,True,False,True,619,32,16,48,44644,39475,14,46,113,4,0,2,6,0,1,649,16,32,20,38700,35700,15,42,95,2,0,0,0,0,0
0,1456,False,False,False,666,10,32,15,39812,38208,24,63,127,2,0,0,3,0,0,734,32,10,74,52169,45100,30,70,184,7,1,3,0,1,1
0,1796,False,False,True,942,27,23,52,64073,56800,41,66,207,10,1,1,3,1,0,928,23,27,45,54418,49575,23,81,174,2,0,2,3,0,0
0,1753,True,False,True,865,32,23,63,65284,59750,30,75,224,8,1,1,0,1,1,929,23,32,26,57097,54225,14,62,167,3,0,3,3,0,0
0,2117,False,False,False,1080,28,24,47,70506,66075,45,93,230,6,0,0,2,1,1,1125,24,29,19,74467,67650,46,142,338,11,3,5,4,2,0
0,911,True,False,True,571,16,3,16,33295,28750,7,30,63,3,0,2,6,0,0,426,3,16,4,21558,19475,5,28,51,0,0,0,0,0,0
0,912,True,False,True,549,23,5,27,36535,30200,7,36,69,3,0,1,6,0,0,455,5,23,11,24737,22200,10,34,74,0,0,0,0,0,0
0,2300,False,False,False,1012,38,50,80,81979,81500,25,100,256,10,2,2,0,3,0,1078,49,38,83,80579,73625,35,79,225,8,2,4,6,0,1
0,1833,True,False,False,855,26,36,47,59560,56430,44,83,198,5,0,0,3,0,0,797,36,26,74,64841,58230,35,101,248,5,0,4,3,1,1
0,2162,True,False,False,1214,33,34,47,75307,72733,40,83,237,5,0,1,6,0,1,1254,34,33,31,80966,72473,34,100,267,10,2,5,0,2,0
0,1872,False,False,True,861,40,24,87,66294,57400,37,78,219,8,1,4,1,1,0,895,24,40,47,57715,55250,30,89,207,3,0,1,5,0,1
0,1594,False,False,False,707,18,34,22,44402,43400,9,57,110,1,0,0,3,0,0,807,34,18,61,59050,52325,23,71,177,9,1,3,0,1,1
0,1549,False,False,True,783,35,17,57,58428,50525,18,89,168,9,1,3,0,1,1,712,17,35,26,49583,47685,20,62,145,4,0,1,6,0,0
0,1452,True,False,False,724,25,29,34,47392,45862,22,53,127,3,0,0,3,0,1,801,29,25,37,56102,50105,13,72,150,8,0,3,3,1,0
0,1534,False,False,True,748,46,18,68,62781,57525,31,78,194,10,2,1,4,1,1,721,18,46,32,49963,46600,18,68,125,2,0,2,2,0,0
0,1701,True,False,True,825,48,32,94,68882,64600,11,74,151,8,2,3,0,1,0,814,31,48,56,57093,53858,27,48,150,4,0,1,6,0,0
0,1507,False,False,True,688,44,15,76,58995,52475,12,76,149,11,2,2,3,1,1,664,15,44,26,45012,42950,11,54,122,5,0,1,3,0,0
0,1111,True,False,False,587,10,15,13,31686,29700,11,41,88,0,0,1,6,0,0,647,15,10,32,38928,38305,13,40,107,5,0,1,0,0,1
0,1351,True,False,True,686,27,13,51,49143,43305,14,69,134,6,0,1,1,0,1,651,13,27,15,39226,37500,18,49,117,2,0,0,5,0,0
0,1151,True,False,False,547,10,25,12,31685,28700,7,30,61,0,0,0,3,0,0,606,25,10,40,40266,35558,9,37,92,3,0,2,0,0,1
0,1598,False,False,False,841,12,32,19,48381,45683,27,74,183,4,0,0,3,0,0,830,32,12,57,58624,51025,24,70,181,10,1,4,1,1,1
0,1824,False,False,False,888,25,42,33,58124,56520,30,71,154,2,0,0,1,0,0,1010,42,25,60,69475,62865,34,101,233,9,2,4,2,1,1
0,1731,True,False,True,1004,25,11,48,63992,56800,21,76,181,9,1,3,6,1,0,887,11,25,18,51609,49525,21,64,146,3,0,1,0,1,1
0,912,True,False,True,485,28,10,40,35900,33775,7,36,61,3,0,0,0,0,1,373,9,28,7,24515,22458,6,34,62,0,0,0,0,0,0
0,1767,False,False,False,862,22,32,32,55767,52505,20,89,186,4,0,2,0,1,0,919,32,22,60,62361,54923,36,73,193,8,1,2,6,1,1
0,1743,False,False,False,948,22,40,27,56277,54700,23,60,143,3,0,1,1,0,0,913,40,22,44,65341,59125,26,72,189,11,3,3,5,1,1
0,1944,True,False,True,923,47,27,96,73427,67525,32,82,239,7,0,3,1,2,1,855,27,47,51,62573,58500,32,82,199,3,0,1,3,0,0
0,1103,True,False,True,592,19,11,23,37988,36625,8,39,76,4,0,1,6,0,1,531,11,19,10,31098,28225,8,30,68,1,0,1,0,0,0
0,1409,False,False,True,744,36,17,55,57508,49125,22,58,145,11,2,3,0,1,1,630,17,36,28,41770,39535,23,54,141,0,0,0,2,0,0
0,1155,True,False,False,586,4,17,4,30019,26175,12,37,87,1,0,0,0,0,0,653,17,4,28,40077,37305,5,40,90,6,0,2,6,0,1
0,2178,True,False,False,1050,38,45,67,76197,71350,28,99,237,7,2,4,0,0,1,1149,44,38,72,82977,77348,34,96,260,7,2,2,3,3,0
0,1612,False,False,False,791,19,32,25,48806,45200,30,61,140,3,0,1,3,0,0,860,32,19,58,59836,50860,25,80,201,9,1,3,3,1,0
0,2109,False,False,True,1096,44,35,66,80170,75230,29,104,217,10,1,3,3,1,1,971,35,44,74,70244,67450,34,70,199,4,0,2,3,1,0
0,1600,False,False,False,703,13,30,26,43592,42060,11,52,119,1,0,2,0,0,0,771,30,13,56,54517,46500,22,51,164,8,1,1,6,1,1
0,1305,True,False,False,678,9,18,10,35886,32725,13,45,98,0,0,0,2,0,0,754,18,9,25,47388,42400,14,63,145,7,0,2,1,1,1
0,1655,True,False,False,752,24,45,29,51934,48400,25,83,173,2,0,0,5,0,1,867,45,24,57,64715,60260,41,65,200,9,2,3,1,1,0
0,1653,False,False,False,808,20,37,26,55148,53750,25,53,124,5,0,0,3,0,1,868,37,20,54,65774,55975,22,88,202,9,1,4,3,1,0
0,1623,False,False,False,705,24,47,39,51397,49908,23,65,115,2,0,1,6,0,0,762,47,24,77,68061,59900,30,78,182,10,2,3,0,1,1
0,1238,True,False,False,509,14,26,12,34654,32188,9,43,93,0,0,0,1,0,0,619,25,14,40,44382,40775,11,46,117,6,0,3,2,0,1
0,916,True,False,False,358,3,23,2,20675,18408,3,26,47,0,0,0,0,0,0,505,23,3,31,35299,32075,7,25,56,4,0,2,0,0,1
0,1587,False,False,False,845,17,31,18,51086,46450,23,53,140,4,0,0,6,0,1,779,31,17,57,56017,50060,17,69,148,7,1,3,0,1,0
0,2197,False,False,False,887,41,38,100,76816,74230,44,105,258,7,2,1,0,2,0,1115,38,41,74,78573,69533,47,93,257,9,2,5,3,0,1
0,1498,True,False,False,722,12,23,13,41292,39925,20,66,152,2,0,0,0,0,0,821,23,12,31,52255,44325,19,59,131,8,1,3,6,1,1
0,1440,True,False,False,691,10,19,13,39621,36500,13,37,92,1,0,0,3,0,0,817,19,10,34,50076,45780,13,54,134,7,0,3,3,1,1
0,1580,False,False,False,754,17,35,25,47143,44625,19,72,162,3,0,0,0,0,0,780,35,18,72,59797,54875,21,66,165,10,2,1,0,1,1
0,1601,False,False,True,776,43,21,79,63234,54150,25,55,157,9,1,3,0,1,1,780,21,43,35,51978,50090,16,54,136,5,1,1,6,0,0
0,1337,False,False,True,630,29,16,53,49701,44525,16,56,131,10,1,1,6,0,1,681,16,29,21,40845,38725,16,49,119,1,0,2,0,0,0
0,952,True,False,True,571,23,6,32,39139,34975,10,30,79,5,0,1,5,0,0,418,6,23,6,24947,21175,7,26,46,0,0,0,1,0,0
0,1458,False,False,False,699,17,31,20,45979,44425,16,55,117,4,0,0,1,0,0,743,31,17,42,52583,48148,18,82,171,9,1,3,5,0,1
0,2094,False,False,False,1001,32,31,56,68176,65875,30,101,233,6,0,2,3,0,0,1029,31,32,53,71800,67685,24,74,195,9,1,3,0,2,1
0,1559,False,False,True,751,30,14,49,54510,47550,19,45,123,7,1,1,3,1,1,654,14,30,26,43198,40035,14,45,115,1,0,2,0,0,0
0,1268,False,False,True,778,22,6,22,48361,43958,30,71,179,9,1,2,5,0,1,656,6,22,10,32502,30350,30,59,102,0,0,1,1,0,0
0,1515,False,False,True,734,40,21,45,58017,52383,28,64,136,10,2,2,1,1,1,764,21,40,30,50095,48508,27,79,164,2,0,1,4,0,0
0,1509,True,False,True,750,26,15,47,53062,49500,19,64,147,5,0,4,2,1,1,767,15,26,22,44162,42950,16,63,142,1,0,0,4,0,0
0,1186,True,False,False,601,11,24,12,35162,34625,11,43,96,2,0,2,3,0,0,628,24,12,40,42786,38783,15,42,107,6,1,0,1,0,1
0,1467,False,False,False,738,15,26,21,44470,40733,12,58,123,3,0,0,3,0,0,801,26,15,49,55558,48000,14,64,158,10,2,1,0,1,1
0,2037,True,False,False,1044,21,28,31,61669,57283,35,84,220,3,0,0,6,0,1,1107,28,21,38,72274,66958,44,90,274,10,2,5,0,1,0
0,1503,True,False,True,751,19,8,35,49269,46395,30,88,202,5,0,2,5,1,0,827,8,19,13,42166,39333,31,55,127,3,0,1,1,0,1
0,918,True,False,False,425,10,17,11,26039,24737,9,24,58,0,0,2,0,0,0,480,17,10,20,31327,27650,4,35,71,2,0,0,6,0,0
0,1448,False,False,False,713,13,27,15,40984,39675,12,42,97,1,0,0,6,0,0,768,27,13,41,55068,50108,14,48,135,10,2,1,0,1,1
0,1105,True,False,True,611,24,6,31,40510,37175,21,46,123,5,0,3,4,0,1,531,6,24,6,29083,27525,10,48,93,0,0,0,2,0,0
0,1245,True,False,True,683,22,16,33,43844,38558,15,54,145,4,0,2,0,0,0,613,16,22,21,37827,36440,10,56,107,2,0,0,3,0,1
0,1601,True,False,False,838,25,31,31,52616,50350,24,84,183,3,0,0,6,0,1,945,31,25,37,60479,54100,44,62,191,5,0,3,0,1,0
0,2553,False,False,True,1063,42,26,108,84449,80225,34,121,271,9,2,5,0,2,1,1161,26,42,45,80144,77480,43,113,282,7,0,2,6,1,0
0,2033,False,False,True,1019,36,31,72,73567,66380,35,98,234,10,2,2,6,1,1,1068,31,37,55,65604,62230,38,90,242,3,0,2,0,0,0
