,total_blue_side_minions,total_blue_side_gold_earned,total_blue_side_wards_placed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_dragons_killed,total_blue_side_riftHeralds_killed,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_red_side_minions,total_red_side_gold_earned,total_red_side_kills,total_red_side_deaths,total_red_side_wards_placed,total_red_side_dragons_killed,total_red_side_riftHeralds_killed,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,blue_side_won
0,428,36071,41,15,19,1,1,2,0,460,37797,19,15,49,2,0,4,0,0
0,433,37571,64,17,15,1,1,3,0,479,37688,15,17,106,2,0,4,0,1
0,469,33664,43,13,13,1,1,2,0,491,36518,13,13,48,1,0,4,0,0
0,484,35787,45,14,20,0,1,2,0,502,36229,20,14,55,2,0,1,0,1
0,471,31080,35,6,21,0,0,0,0,521,37489,21,6,46,1,1,3,0,0
0,382,33939,46,14,26,0,0,2,0,428,41899,26,14,78,2,0,5,0,0
0,417,35278,39,20,19,0,0,0,0,489,39865,19,20,53,3,1,3,0,0
0,520,33224,46,7,12,0,1,3,0,466,34423,12,7,144,3,0,2,0,0
0,444,42923,71,28,20,0,1,4,0,422,38048,20,28,36,2,0,1,0,1
0,466,34366,45,12,21,0,1,0,0,471,37402,21,12,40,2,0,3,0,0
0,440,39118,53,20,19,2,0,2,0,474,37134,19,20,40,0,1,3,0,1
0,473,39828,39,22,11,2,1,3,0,485,34357,11,22,35,0,0,0,0,1
0,506,40956,51,22,16,2,1,4,0,483,37382,16,22,43,1,0,2,0,0
0,471,38523,46,19,14,0,0,3,0,428,35458,14,19,87,2,0,2,0,0
0,511,40509,49,16,16,0,1,4,0,547,37403,16,16,51,2,0,2,0,0
0,437,36721,38,19,15,0,1,1,0,426,35662,15,19,107,3,0,2,0,0
0,472,43368,38,26,15,2,1,4,1,447,34004,15,26,35,0,0,3,0,1
0,489,39704,60,20,8,3,1,3,0,463,32107,8,20,47,0,0,3,0,1
0,435,38312,43,19,10,1,1,3,0,486,32304,10,19,45,1,0,1,0,1
0,432,32924,45,15,19,0,0,1,0,461,38806,19,15,54,2,0,3,0,0
0,465,35952,53,18,11,2,0,2,0,492,32392,11,18,34,0,0,2,0,1
0,529,35560,39,14,10,1,0,2,0,520,34110,10,14,49,1,1,1,0,1
0,502,36411,35,13,26,0,1,0,0,443,40182,26,13,46,2,0,5,0,0
0,534,32030,51,7,10,0,1,0,0,586,36764,10,7,49,2,0,3,0,0
0,425,35737,40,13,20,1,0,2,0,398,36184,20,13,93,1,1,2,0,0
0,453,35052,32,15,21,0,0,1,0,519,39979,21,15,40,3,1,4,0,0
0,484,35551,42,15,19,1,0,0,0,463,36013,19,15,50,1,0,3,0,0
0,493,35976,49,14,17,0,1,2,0,496,35942,17,14,39,2,0,1,0,1
0,509,40872,41,22,15,2,0,4,0,452,35103,15,22,51,1,1,0,0,1
0,490,35011,35,13,21,1,1,1,0,469,39140,21,13,50,2,0,3,0,1
0,501,32845,48,10,17,0,0,1,0,531,39908,17,10,59,3,1,4,0,0
0,469,37038,38,20,19,2,1,2,0,476,38478,19,20,33,0,0,3,0,0
0,411,37346,29,22,9,1,1,2,0,469,31832,9,22,38,1,0,1,0,1
0,411,30272,63,7,20,0,0,1,0,505,43725,20,7,59,2,1,10,1,0
0,468,39993,65,23,13,2,1,2,0,465,35876,13,23,362,0,0,4,0,0
0,483,36269,38,15,11,1,0,1,0,490,33739,11,15,46,1,1,4,0,1
0,508,35969,43,10,11,2,1,3,0,539,35160,11,10,44,0,0,1,0,0
0,448,36124,87,20,22,2,0,1,0,470,38313,22,20,50,0,0,2,0,1
0,468,33847,49,13,19,0,1,1,0,505,38223,19,13,42,2,0,3,0,0
0,413,37828,46,26,21,0,1,0,0,367,35186,21,26,39,2,0,2,0,1
0,467,32405,42,5,20,0,0,1,0,502,39655,20,5,37,2,1,5,0,0
0,479,35019,44,13,12,0,0,1,0,519,35164,12,13,57,2,1,3,0,0
0,468,42607,40,28,4,1,1,4,0,418,27535,4,28,51,1,0,3,0,1
0,466,36319,41,14,28,0,1,1,0,508,44701,28,14,41,2,0,5,0,0
0,416,33565,44,14,21,0,0,1,0,493,40025,21,14,51,1,1,4,0,0
0,476,37858,49,20,18,2,0,3,0,493,38704,18,20,46,1,1,4,0,1
0,509,37651,48,15,17,1,1,2,0,490,38169,17,15,38,1,0,5,0,1
0,489,35823,32,17,16,0,0,1,0,498,35737,16,17,46,3,1,2,0,0
0,456,35122,87,16,26,1,0,1,0,437,39966,26,16,71,1,1,3,0,0
0,495,33637,38,11,15,1,0,0,0,437,35942,15,11,50,2,1,3,0,1
0,485,36601,52,17,13,1,0,1,0,506,37280,13,17,32,2,1,4,0,1
0,437,33388,39,13,19,0,1,1,0,496,38207,19,13,39,2,0,3,0,0
0,528,37288,47,15,9,0,1,1,0,519,33184,9,15,57,2,0,3,0,0
0,485,41238,38,20,10,2,1,6,0,486,33866,10,20,38,1,0,1,0,1
0,526,40938,36,22,19,2,1,2,0,498,36716,19,22,73,0,0,2,0,1
0,448,41970,46,25,36,0,0,0,0,503,48556,36,25,36,2,0,4,0,0
0,506,41404,86,22,20,2,1,5,0,383,36959,20,22,37,0,0,1,0,0
0,484,37041,36,17,14,0,1,4,0,482,34959,14,17,75,2,0,1,0,0
0,483,36992,36,18,17,2,0,2,0,504,38424,17,18,59,0,1,3,0,1
0,471,37318,386,20,25,0,1,2,0,471,40241,25,20,45,2,0,2,0,0
0,431,37575,42,21,19,1,0,1,0,466,37739,19,21,41,2,1,5,0,1
0,484,38633,37,16,9,0,1,6,0,472,32205,9,16,54,2,0,0,0,0
0,488,36304,37,16,18,1,0,2,0,482,40248,18,16,90,2,1,5,0,1
0,474,37083,84,16,12,3,1,2,0,473,34543,12,16,34,0,0,2,0,1
0,494,37682,38,15,7,2,1,3,0,501,31076,7,15,35,0,0,1,0,1
0,433,38583,43,21,21,1,0,1,0,452,37819,21,21,116,1,0,4,0,1
0,455,41854,48,25,26,1,1,4,0,430,40383,26,25,29,2,0,2,0,1
0,479,34730,46,13,26,2,0,1,0,470,42438,26,13,42,0,1,4,0,0
0,463,40766,53,26,9,2,1,3,0,426,33639,9,26,45,0,0,2,0,1
0,458,42752,37,28,19,0,1,3,0,432,38244,19,28,46,2,0,2,0,1
0,436,35309,38,16,22,0,1,3,0,441,37274,22,16,41,3,0,2,0,0
0,471,31998,43,12,26,1,0,0,0,519,44406,26,12,39,1,1,7,0,0
0,575,34771,224,9,8,3,1,3,0,503,31399,8,9,65,0,0,0,0,0
0,522,42176,46,23,10,2,1,5,0,433,30303,10,23,31,0,0,0,0,1
0,426,41422,47,27,18,2,1,3,0,382,35376,18,27,44,1,0,4,0,1
0,502,42593,48,27,9,2,1,3,0,476,35086,9,27,46,1,0,4,0,1
0,476,43318,51,23,17,0,1,5,0,441,35853,17,23,52,1,0,2,0,1
0,445,34072,39,13,22,0,0,1,0,477,40769,22,13,52,3,1,4,0,0
0,456,36779,42,15,16,0,1,1,0,482,36822,16,15,40,3,0,5,0,1
0,413,38818,94,27,17,1,1,2,0,426,36718,17,27,37,2,0,3,0,0
0,417,35215,44,15,21,1,0,0,0,442,38177,21,15,84,1,1,4,0,0
0,493,35956,41,11,12,1,1,1,0,511,33526,12,11,45,1,0,2,0,0
0,449,33425,42,12,34,1,0,0,0,498,47304,34,12,35,1,1,9,2,0
0,489,37346,49,14,16,1,0,3,0,464,35411,16,14,50,1,0,2,0,1
0,466,34671,32,9,6,0,1,6,0,323,28041,6,9,30,0,0,2,0,1
0,466,37493,45,18,9,1,1,1,0,424,30825,9,18,55,2,0,2,0,1
0,477,35234,43,13,14,0,0,3,0,447,35878,14,13,36,2,1,3,0,0
0,488,36901,72,16,9,2,1,3,0,499,32602,9,16,47,0,0,1,0,1
0,487,28811,37,5,22,0,0,0,0,570,42524,22,5,51,3,1,6,0,0
0,440,36677,124,25,16,1,0,2,0,450,37177,16,25,59,1,1,2,0,0
0,401,36867,46,16,20,0,1,2,0,431,37660,20,16,38,2,0,3,0,0
0,493,43485,77,26,19,1,1,3,0,456,36216,19,26,40,0,0,2,0,1
0,443,36072,32,19,6,0,1,1,0,522,32984,6,19,75,2,0,2,0,1
0,454,37282,67,19,19,2,1,1,0,443,37405,19,19,47,1,0,5,0,0
0,494,45718,39,26,18,2,1,4,0,395,33895,18,26,52,0,0,2,0,1
0,498,32737,43,5,15,0,0,2,0,461,35358,15,5,48,3,1,5,0,0
0,479,35659,69,13,9,3,1,3,0,515,31629,9,13,34,0,0,0,0,1
0,475,31996,39,9,21,0,0,1,0,512,40117,21,9,42,3,1,3,0,0
0,466,36974,96,17,19,0,1,1,0,527,39476,19,17,37,3,0,5,0,0
0,492,36874,41,15,16,1,0,1,0,529,35977,16,15,42,1,0,1,0,0
0,415,36134,40,19,25,1,0,1,0,493,40797,25,19,41,0,1,3,0,0
0,498,31605,41,9,14,0,0,0,0,534,35861,14,9,34,2,1,2,0,0
0,497,32013,34,8,25,0,0,0,0,552,42458,25,8,50,2,1,3,0,0
0,414,39468,52,21,17,2,1,3,0,327,35433,17,21,76,0,0,3,0,1
0,394,35634,67,16,22,0,0,1,0,465,41955,22,16,51,1,1,6,0,0
0,523,41145,353,22,8,2,1,4,0,480,31282,8,22,43,0,0,1,0,1
0,486,34169,42,11,13,2,1,2,0,505,34628,13,11,138,0,0,2,0,1
0,503,41258,43,21,10,1,1,5,0,504,31892,10,21,49,2,0,0,0,1
0,483,42674,42,29,13,2,1,6,1,386,32860,13,29,49,0,0,1,0,1
0,492,39199,37,17,13,1,1,4,0,499,33145,13,17,32,1,0,0,0,1
0,498,38635,37,20,8,1,0,4,0,511,33962,8,20,50,2,1,2,0,1
0,469,34440,63,12,8,0,1,2,0,502,32376,8,12,38,2,0,4,0,1
0,493,43156,80,23,10,1,1,5,0,466,32421,10,23,35,2,0,1,0,1
0,505,41769,51,20,26,0,0,3,0,461,40306,26,20,76,2,1,1,0,1
0,517,34872,40,11,8,0,1,2,0,493,33536,8,11,41,2,0,2,0,1
0,478,39814,29,24,12,1,1,4,0,481,34683,12,24,63,2,0,2,0,1
0,510,43791,97,28,11,1,0,3,0,408,32041,11,28,79,0,1,3,0,1
0,512,33707,41,8,8,0,1,2,0,497,32761,8,8,44,3,0,2,0,1
0,459,31373,42,6,21,0,0,1,0,517,39602,21,6,41,2,1,4,0,0
0,453,36860,47,19,22,1,0,2,0,455,40272,22,19,88,1,1,3,0,1
0,458,36938,40,20,13,1,1,1,0,472,37202,13,20,44,1,0,3,0,1
0,480,39349,45,22,21,2,1,1,0,442,38935,21,22,53,0,0,3,0,1
0,517,41167,35,20,19,0,0,2,0,466,38123,19,20,47,2,1,6,0,0
0,450,36840,36,19,35,0,0,1,0,477,45982,35,19,37,2,1,5,0,0
0,513,39841,40,23,17,2,1,4,0,424,35352,17,23,44,1,0,1,0,0
0,483,38152,57,16,12,1,1,3,0,456,34686,12,16,51,1,0,2,0,1
0,482,38946,47,17,21,3,1,2,0,478,38963,21,17,137,0,0,4,0,0
0,470,33920,41,12,24,0,1,1,0,486,40354,24,12,42,2,0,3,0,0
0,513,38300,48,16,7,2,0,3,0,530,32049,7,16,94,0,1,3,0,1
0,523,38130,51,18,20,1,1,2,0,469,41524,20,18,50,2,0,3,0,0
0,468,38146,40,18,22,1,0,2,0,472,41831,22,18,60,1,1,4,0,0
0,466,33638,41,11,9,1,0,0,0,512,35124,9,11,42,1,1,5,0,1
0,475,37508,75,16,14,0,1,3,0,466,35797,14,16,49,2,0,3,0,1
0,506,45030,43,28,13,1,1,5,1,428,32683,13,28,36,2,0,1,0,1
0,451,31674,58,7,18,0,0,1,0,487,37210,18,7,51,1,1,3,0,0
0,525,37352,53,14,17,0,1,3,0,563,38664,17,14,54,2,0,2,0,1
0,451,30656,48,7,15,0,0,0,0,524,37478,15,7,48,2,0,4,0,0
0,471,36097,36,14,13,1,1,2,0,490,34729,13,14,48,1,0,2,0,1
0,558,32445,60,6,5,2,0,1,0,570,33482,5,6,39,1,1,2,0,1
0,508,35567,70,14,12,0,1,0,0,518,35674,12,14,36,2,0,3,0,0
0,429,31412,39,10,25,0,0,0,0,478,41928,25,10,44,2,1,5,0,0
0,399,36320,38,17,10,1,1,3,0,459,32400,10,17,42,1,0,2,0,0
0,441,36545,38,15,14,1,1,3,0,500,33485,14,15,36,2,0,1,0,1
0,503,34850,40,11,21,0,0,2,0,465,38268,21,11,63,2,1,2,0,0
0,423,34974,48,22,26,0,0,0,0,435,41216,26,22,43,2,1,4,0,0
0,488,38948,39,18,21,2,0,1,0,472,37634,21,18,51,1,1,2,0,1
0,446,37293,35,17,28,0,0,0,0,465,43116,28,17,48,2,1,5,0,0
0,487,34869,55,9,24,0,1,3,0,513,42983,24,9,37,3,0,4,0,0
0,491,33522,77,13,12,1,0,0,0,512,36594,12,13,55,1,1,5,0,1
0,440,36676,43,15,25,1,1,2,0,479,40383,25,15,79,1,0,5,0,0
0,542,36294,34,11,16,1,0,1,0,491,35449,16,11,78,1,0,3,0,0
0,481,45362,35,28,17,2,1,6,1,451,35428,17,28,38,0,0,3,1,1
0,456,39463,38,23,18,1,0,2,0,483,39375,18,23,45,1,1,3,0,1
0,507,36775,34,13,11,2,1,3,0,495,33154,11,13,37,1,0,2,0,1
0,445,36696,35,15,22,2,1,2,0,446,36897,22,15,76,1,0,1,0,1
0,485,46879,68,32,14,1,1,8,2,391,31365,14,32,31,1,0,3,0,1
0,458,31867,113,11,23,0,0,0,0,519,41804,23,11,49,3,1,3,0,0
0,462,37089,69,17,19,0,1,2,0,556,41369,19,17,38,3,0,3,0,1
0,428,36134,41,17,15,0,1,1,0,474,38305,15,17,39,2,0,4,0,0
0,475,38056,50,18,16,0,1,3,0,476,36319,16,18,44,2,0,2,0,1
0,450,36852,64,15,24,0,0,1,0,477,40584,24,15,36,3,1,5,0,0
0,549,42883,38,22,14,1,0,4,0,442,32907,14,22,143,1,0,1,0,1
0,441,29966,32,8,27,0,0,0,0,494,42031,27,8,44,3,1,4,0,0
0,493,35774,50,14,11,1,1,3,0,512,35101,11,14,58,2,0,2,0,0
0,526,33133,87,8,8,1,0,2,0,516,33579,8,8,50,2,1,2,0,0
0,451,35841,38,16,20,1,1,1,0,470,37488,20,16,360,2,0,1,0,1
0,461,44401,33,31,27,1,1,3,0,441,41875,27,31,35,0,0,3,0,0
0,433,43696,44,31,21,2,0,1,0,450,38881,21,31,59,0,1,4,0,1
0,483,38350,144,23,20,0,1,0,0,484,41477,20,23,81,1,0,5,0,0
0,503,42135,63,27,21,1,1,3,0,443,38598,21,27,41,1,0,3,0,1
0,461,34717,35,13,25,2,0,1,0,458,37313,25,13,37,0,1,0,0,0
0,487,39116,41,19,19,1,0,2,0,443,38011,19,19,50,1,1,5,0,1
0,413,33761,38,18,19,2,0,0,0,434,38923,19,18,38,0,1,3,0,0
0,424,32955,35,11,22,1,0,0,0,490,41825,22,11,38,1,1,5,0,0
0,494,38532,49,25,5,2,1,1,0,488,29545,5,25,38,0,0,2,0,1
0,504,40870,45,18,17,2,0,3,0,475,37783,17,18,32,0,0,3,0,0
0,487,40945,31,26,21,1,0,2,0,445,39650,21,26,41,1,0,4,0,1
0,441,36938,48,23,12,2,1,2,0,490,36532,12,23,59,1,0,4,0,1
0,459,29834,34,4,30,0,0,0,0,501,44273,30,4,135,2,1,9,2,0
0,472,39126,35,16,27,0,0,2,0,510,44775,27,16,44,2,1,5,0,1
0,477,39349,37,18,22,0,0,2,0,485,39132,22,18,38,3,1,4,0,1
0,412,33778,84,15,29,0,0,0,0,488,44992,29,15,79,2,1,5,0,0
0,564,40102,38,19,9,1,1,2,0,450,33078,9,19,45,2,0,2,0,1
0,500,35783,41,14,13,1,1,0,0,502,36082,13,14,52,2,0,3,0,1
0,434,29168,41,5,18,1,0,0,0,504,37935,18,5,44,2,1,3,0,0
0,436,37652,38,19,16,1,1,2,0,431,35728,16,19,45,2,0,2,0,1
0,510,40356,37,16,15,1,1,6,0,484,37553,15,16,41,1,0,4,0,0
0,522,45155,43,23,11,1,1,6,0,477,34209,11,23,33,1,0,2,0,1
0,484,35649,43,17,15,0,0,0,0,475,36390,15,17,51,2,1,3,0,0
0,494,36272,37,14,17,0,1,2,0,516,37563,17,14,38,3,0,1,0,0
0,461,33463,89,14,14,0,0,0,0,520,37136,14,14,88,2,0,1,0,0
0,445,38624,35,22,21,0,1,1,0,436,38548,21,22,35,2,0,3,0,0
0,548,36040,49,14,10,1,0,1,0,511,34969,10,14,46,1,1,1,0,1
0,464,37406,33,17,9,1,0,2,0,500,34880,9,17,35,1,1,3,0,1
0,528,39881,37,22,7,1,1,2,0,454,31197,7,22,29,2,0,1,0,1
0,443,37069,46,17,12,1,1,3,0,480,35310,12,17,55,2,0,4,0,0
0,494,39922,42,23,10,1,1,3,0,455,32609,10,23,33,1,0,1,0,0
0,466,35897,28,13,14,0,1,2,0,507,35707,14,13,49,2,0,2,0,1
0,513,42279,105,25,21,1,1,1,0,501,40077,21,25,51,1,0,3,0,1
0,494,41049,119,21,15,2,1,3,0,445,37882,15,21,43,1,0,4,0,1
0,461,38206,41,19,20,0,1,2,0,429,39088,20,19,49,2,0,4,0,0
0,501,37933,41,18,15,1,1,1,0,514,36078,15,18,47,1,0,2,0,0
0,547,41028,261,19,11,1,1,3,0,468,32687,11,19,49,1,0,3,0,1
0,470,40775,38,18,8,0,1,4,0,501,32183,8,18,46,2,0,3,0,1
0,421,38683,41,18,20,2,0,1,0,427,36740,20,18,34,1,0,5,0,1
0,471,39160,40,20,20,0,1,2,0,454,38656,20,20,66,2,0,3,0,1
0,444,32465,52,13,15,1,0,0,0,461,35773,15,13,39,2,1,2,0,0
0,464,35329,47,14,14,1,0,2,0,519,36704,14,14,33,1,1,4,0,0
0,485,35737,56,15,11,1,1,0,0,464,34115,11,15,39,1,0,4,0,1
0,407,32126,43,12,27,0,0,1,0,512,42522,27,12,89,2,1,3,0,0
0,484,38518,51,19,27,0,0,1,0,488,42052,27,19,150,2,1,3,0,0
0,474,34417,44,12,22,1,0,1,0,472,41376,22,12,44,1,1,6,0,0
0,503,39348,57,16,16,1,1,4,0,514,36033,16,16,38,2,0,1,0,1
0,525,40276,33,15,10,2,1,3,0,507,33889,10,15,68,0,0,4,0,1
0,469,36150,47,16,8,1,1,4,0,497,32581,8,16,51,2,0,1,0,1
0,490,45833,46,32,13,2,0,5,0,413,33156,13,32,38,0,1,2,0,1
0,492,37845,49,17,14,1,1,1,0,472,33940,14,17,56,1,0,2,0,1
0,445,35199,54,13,11,0,1,0,0,484,33057,11,13,80,2,0,5,0,0
0,485,36455,36,14,28,0,0,1,0,470,41859,28,14,47,1,1,6,0,0
0,490,32971,67,10,12,0,0,2,0,524,36151,12,10,41,2,1,3,0,0
0,383,34218,50,16,26,1,0,1,0,458,40145,26,16,40,1,1,3,0,0
0,461,37447,40,18,18,1,1,2,0,514,38570,18,18,54,2,0,2,0,1
0,455,34382,40,12,18,0,0,1,0,436,34687,18,12,46,2,0,4,0,0
0,499,38361,49,19,11,2,0,4,0,466,32337,11,19,47,0,1,1,0,1
0,426,40535,42,18,21,2,0,3,0,415,39273,21,18,38,0,1,3,0,1
0,474,44859,47,30,27,0,1,2,0,461,41675,27,30,99,1,0,5,0,1
0,452,35764,47,18,18,2,0,1,0,397,34896,18,18,162,0,1,1,0,1
0,454,34439,64,13,14,1,1,1,0,455,32791,14,13,49,1,0,0,0,1
0,397,35941,38,16,32,0,0,1,0,441,42924,32,16,62,1,1,8,1,0
0,402,35706,68,18,28,1,0,1,0,469,42325,28,18,43,1,1,4,0,0
0,434,36630,84,14,16,0,1,2,0,460,35917,16,14,112,2,0,4,0,1
0,474,43159,35,28,19,1,1,3,0,439,36355,19,28,129,1,0,1,0,1
0,445,33416,44,12,22,0,0,0,0,515,39732,22,12,40,2,0,5,0,1
0,478,40971,36,18,14,1,0,4,0,466,35840,14,18,44,1,0,3,0,0
0,453,34389,55,13,19,0,1,3,0,475,36745,19,13,65,2,0,3,0,0
0,545,36577,30,10,9,1,0,2,0,483,31699,9,10,44,2,1,1,0,1
0,513,37334,39,17,10,2,1,1,0,496,32606,10,17,61,1,0,3,0,1
0,510,40125,49,18,9,0,0,5,0,484,31546,9,18,47,2,0,0,0,1
0,506,35776,50,13,21,1,0,1,0,516,40540,21,13,40,2,1,3,0,0
0,514,37736,43,14,7,3,1,3,0,547,35622,7,14,106,0,0,5,0,1
0,443,32358,64,9,15,1,0,2,0,493,36418,15,9,37,1,0,3,0,0
0,428,33290,39,12,21,0,0,1,0,486,41036,21,12,40,3,1,5,0,0
0,472,43479,43,28,14,2,1,4,0,480,33650,14,28,41,1,0,2,0,1
0,480,38509,56,18,20,1,0,3,0,420,36662,20,18,40,1,1,2,0,1
0,483,38911,36,22,8,2,1,3,0,480,33000,8,22,37,1,0,3,0,1
0,497,43333,52,29,11,2,1,5,0,428,32135,11,29,31,1,0,1,0,1
0,484,37045,36,14,8,1,1,3,0,551,33564,8,14,44,1,0,3,0,1
0,428,34156,35,13,24,0,0,0,0,516,44535,24,13,36,2,0,7,0,0
0,436,36356,58,16,28,0,0,1,0,473,44573,28,16,59,3,1,5,0,0
0,490,37707,42,16,13,1,1,3,0,482,35381,13,16,44,2,0,3,0,0
0,505,34071,72,13,17,1,0,1,0,500,38802,17,13,35,1,1,3,0,0
0,518,38739,53,16,7,1,1,2,0,428,30516,7,16,119,2,0,2,0,1
0,469,34714,42,6,13,2,0,1,0,511,34674,13,6,52,1,1,4,0,1
0,411,31917,51,14,15,0,1,0,0,484,37232,15,14,95,2,0,4,0,0
0,483,32628,52,11,11,1,0,2,0,491,34743,11,11,53,2,1,2,0,0
0,474,38632,45,17,14,3,1,3,0,499,33389,14,17,26,0,0,2,0,1
0,386,32899,44,12,26,0,0,2,0,479,43158,26,12,38,2,1,6,0,0
0,482,37239,59,17,16,1,0,0,0,523,37680,16,17,48,2,1,3,0,0
0,479,35191,112,14,10,1,0,1,0,533,37849,10,14,58,1,1,6,0,0
0,445,36070,45,19,12,1,1,2,0,432,32803,12,19,66,2,0,1,0,1
0,512,30190,43,5,19,0,0,1,0,485,38302,19,5,57,2,1,5,1,0
0,461,38657,53,17,11,1,0,5,0,464,34262,11,17,48,2,1,2,0,0
0,491,32989,33,10,23,0,0,0,0,504,39436,23,10,30,3,1,4,0,0
0,513,33337,145,9,10,0,0,0,0,487,35729,10,9,45,2,1,4,0,1
0,536,41314,43,20,16,3,1,4,0,447,34528,16,20,43,0,0,1,0,1
0,508,40628,62,21,11,0,1,4,0,454,32236,11,21,45,3,0,2,0,1
0,458,36343,37,14,12,2,0,2,0,490,36255,12,14,84,0,1,3,0,1
0,505,37365,47,17,9,3,1,1,0,475,32941,9,17,45,0,0,2,0,1
0,486,37077,39,14,21,0,1,3,0,497,38922,21,14,42,3,0,4,0,0
0,459,47578,114,35,15,2,1,7,1,404,34613,15,35,33,1,0,3,0,1
0,483,37499,48,18,17,1,1,1,0,555,39569,17,18,59,0,0,3,0,1
0,416,31614,35,11,33,0,0,0,0,453,49534,33,11,53,2,1,10,2,0
0,470,44058,91,26,10,0,1,7,2,414,32038,10,26,33,2,0,2,0,1
0,481,35666,45,14,17,0,1,3,0,501,35734,17,14,37,3,0,1,0,0
0,485,41208,54,23,22,0,1,3,0,422,38023,22,23,43,2,0,2,0,0
0,404,35299,42,16,18,0,0,2,0,449,36873,18,16,38,2,0,2,0,1
0,494,34073,38,9,15,0,1,1,0,545,39419,15,9,42,3,0,5,0,0
0,441,35361,35,14,14,0,1,2,0,457,33851,14,14,52,2,0,2,0,1
0,425,33312,50,13,21,1,0,0,0,499,41223,21,13,53,1,1,3,0,0
0,448,36335,32,20,21,1,0,0,0,498,39702,21,20,175,2,1,2,0,0
0,443,34298,44,12,19,0,1,2,0,464,37024,19,12,34,1,0,3,0,0
0,473,44494,45,29,14,2,1,4,0,423,33328,14,29,43,0,0,2,1,1
0,458,36919,47,14,18,2,1,4,0,458,37128,18,14,72,1,0,2,0,1
0,483,43954,46,25,13,2,1,6,0,422,33536,13,25,42,0,0,1,0,1
0,485,37427,53,15,22,0,0,2,0,528,40812,22,15,42,2,1,3,0,0
0,504,37748,49,19,14,0,0,1,0,447,34598,14,19,114,3,1,3,0,0
0,502,37446,52,15,7,2,1,5,0,410,30014,7,15,41,1,0,0,0,1
0,539,36928,58,12,5,0,1,2,0,492,30767,5,12,36,2,0,2,0,1
0,463,41389,372,26,20,1,1,1,0,439,38792,20,26,43,1,0,5,0,1
0,513,35537,50,10,10,1,1,2,0,528,34147,10,10,95,1,0,3,0,1
0,540,40287,61,21,17,2,0,3,0,482,38674,17,21,53,1,1,3,0,1
0,474,42346,41,25,26,2,1,4,0,461,41013,26,25,74,0,0,2,0,1
0,493,35372,55,12,23,0,0,1,0,525,41620,23,12,54,2,1,3,0,0
0,443,34088,42,13,11,0,1,2,0,525,35800,11,13,58,2,0,2,0,1
0,511,37036,42,14,19,1,1,3,0,458,36351,19,14,36,1,0,1,0,1
0,483,36956,54,14,13,1,1,3,0,444,32945,13,14,47,1,0,2,0,0
0,479,35711,82,14,14,1,1,2,0,484,35516,14,14,37,1,0,2,0,1
0,489,40335,40,22,18,0,1,3,0,471,38290,18,22,37,2,0,5,0,1
0,474,32542,35,11,18,2,0,0,0,549,40595,18,11,53,1,1,5,0,0
0,437,33746,36,15,22,0,0,2,0,455,39897,22,15,35,2,1,4,0,0
0,460,33305,189,14,19,0,1,0,0,532,40087,19,14,42,2,0,3,0,0
0,443,40314,36,24,15,1,1,2,0,456,37676,15,24,36,1,0,3,0,1
0,493,37964,70,15,12,2,1,3,0,449,33953,12,15,54,1,0,3,0,1
0,462,35926,41,14,25,2,1,1,0,451,40651,25,14,45,1,0,4,0,0
0,491,36893,89,17,13,1,1,1,0,432,32949,13,17,51,0,0,3,0,1
0,487,34717,40,12,8,1,0,1,0,537,33062,8,12,38,1,1,3,0,1
0,492,36779,38,14,14,0,0,2,0,493,35955,14,14,48,2,1,3,0,0
0,440,35374,40,16,15,1,0,1,0,458,36735,15,16,49,1,1,3,0,0
0,466,36964,42,20,10,2,1,3,0,431,32716,10,20,63,0,0,2,0,1
0,459,32194,60,9,26,0,0,0,0,456,40972,26,9,147,2,1,3,0,0
0,466,33430,34,12,13,1,0,0,0,509,35477,13,12,42,2,1,4,0,0
0,472,35859,37,16,15,1,0,2,0,466,35841,15,16,46,1,1,1,0,1
0,497,37934,45,16,19,1,0,1,0,489,39190,19,16,36,0,1,5,0,0
0,516,37591,31,12,13,2,1,3,0,473,33702,13,12,131,0,0,2,0,1
0,456,33820,56,9,17,0,0,2,0,506,38987,17,9,55,3,1,7,0,0
0,465,39289,42,19,24,0,1,2,0,456,38316,24,19,43,2,0,4,0,0
0,450,35751,52,18,20,0,0,2,0,483,38059,20,18,75,1,1,3,0,0
0,507,33392,31,10,12,1,0,0,0,491,35635,12,10,41,1,1,4,0,0
0,457,34703,43,12,21,0,0,1,0,503,38263,21,12,41,2,1,3,0,0
0,429,37841,42,18,22,1,1,3,0,455,37622,22,18,91,1,0,4,0,0
0,402,38604,34,23,16,1,1,2,0,450,36089,16,23,38,1,0,3,0,1
0,429,30792,47,9,25,0,0,1,0,497,40845,25,9,46,2,1,4,0,0
0,471,41684,38,27,12,2,1,4,0,463,34726,12,27,37,0,0,1,0,1
0,494,34001,92,9,20,1,0,1,0,505,37834,20,9,94,1,1,3,0,0
0,486,33662,44,7,8,2,1,3,0,518,36682,8,7,31,1,0,5,0,0
0,437,35334,40,15,14,2,0,2,0,442,34326,14,15,68,0,1,1,0,1
0,486,32533,34,6,15,1,1,3,0,477,34705,15,6,36,2,0,1,0,0
