,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_towers_destroyed_by_blue,total_inhibitors_destroyed_by_blue,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_towers_destroyed_by_red,total_inhibitors_destroyed_by_red,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
183,1771,True,False,False,830,15,27,15,48555,46555,13,64,157,1,0,0,6,0,1,923,27,15,41,61404,54450,27,50,152,11,3,4,0,1,0
184,1271,False,False,False,566,8,18,10,33145,31255,7,39,73,0,0,1,0,0,0,654,18,8,15,43304,33125,11,30,71,11,3,2,6,0,1
185,1504,False,False,False,705,22,40,33,48278,45445,12,52,110,2,0,0,5,0,0,737,40,22,55,61425,57191,14,40,97,10,2,4,1,1,1
186,2176,False,False,True,1048,44,26,51,76138,67958,24,84,200,10,1,3,4,2,0,1043,26,44,29,66496,65610,11,85,182,4,0,1,2,0,0
187,1904,True,False,True,933,49,33,69,71957,64400,15,59,148,9,1,3,6,2,0,862,33,49,33,63591,61230,13,51,125,4,0,1,0,0,1
188,1475,True,False,False,685,23,27,27,45261,42700,16,45,78,1,0,0,2,0,0,836,27,23,23,56751,51125,13,60,141,8,0,3,4,1,0
189,1742,False,False,False,667,22,44,32,50831,49645,15,66,139,1,0,0,1,1,0,758,43,22,64,61595,56285,27,50,161,10,2,3,5,0,1
190,2245,False,False,False,907,30,48,44,67377,65846,11,56,133,3,0,0,3,1,0,958,48,30,44,74732,70425,13,51,146,11,3,5,3,0,0
191,2060,False,False,True,884,46,26,67,69094,62975,21,60,157,9,1,3,0,0,0,960,26,46,38,65858,63050,14,67,144,6,0,1,6,0,0
192,1361,False,False,True,730,37,15,40,57217,51000,11,40,96,11,2,3,5,1,1,631,15,37,22,41648,38808,4,45,81,1,0,0,1,0,0
193,1992,False,False,True,973,41,31,57,75499,67500,19,61,162,10,2,3,1,2,0,931,31,41,39,62180,60370,18,61,146,4,0,2,5,0,1
194,1651,True,False,True,829,22,16,27,54927,49350,16,57,158,10,2,2,0,0,0,775,16,22,14,45949,43358,21,51,132,2,0,2,6,0,1
195,2578,True,False,False,1328,14,36,11,72350,71215,22,104,234,6,0,3,4,0,0,1405,36,15,69,83500,75750,25,120,287,5,0,4,1,1,0
196,1509,False,False,False,723,23,23,29,47683,45400,18,63,131,3,0,1,3,1,1,733,23,23,39,51029,43910,19,48,129,7,1,2,2,0,0
197,1536,False,False,False,658,12,39,13,43207,41475,6,46,88,2,0,1,2,0,1,788,39,12,45,59952,50575,13,37,103,9,1,3,3,1,0
198,1767,False,False,True,703,45,33,85,65517,58500,14,68,162,9,2,4,6,1,1,681,33,45,61,54759,51325,19,53,129,1,0,0,0,0,0
199,1473,True,False,True,781,23,12,36,49976,43558,16,52,128,5,0,2,5,1,1,646,12,23,13,38539,35230,12,46,103,1,0,1,1,0,0
200,1911,False,False,False,872,19,29,23,57050,53655,8,68,136,4,0,2,0,0,0,951,29,19,21,64224,57425,12,74,177,9,1,2,3,2,1
201,1773,False,False,False,894,18,26,16,51294,50200,7,52,115,4,0,1,0,0,0,913,26,18,25,61425,55745,10,51,110,11,2,3,6,1,1
202,1695,False,False,True,789,43,19,41,63822,56600,15,68,147,11,3,4,6,1,1,747,19,43,23,47300,44745,16,68,139,0,0,0,0,0,0
203,1836,True,False,False,917,25,34,41,60443,57400,17,51,139,6,0,2,1,1,0,966,34,26,57,64653,59390,20,69,158,6,1,3,5,1,1
204,1368,False,False,False,656,15,27,25,42079,40075,17,42,116,3,0,1,0,0,0,713,27,15,51,52745,44395,11,51,122,11,3,1,6,1,1
205,1497,False,False,False,599,19,37,30,42807,39775,14,42,115,1,0,1,0,0,0,772,37,19,42,58562,52308,11,41,106,11,2,2,4,0,1
206,2064,False,False,True,1013,38,35,41,74432,68700,19,63,195,10,3,3,3,2,1,1077,35,39,50,69430,64700,16,66,164,4,0,2,3,0,0
207,1660,False,False,True,794,48,22,73,62280,57110,16,54,132,9,1,1,3,1,1,735,22,48,18,50816,54293,7,56,97,3,0,1,3,0,0
208,1521,False,False,False,655,22,38,27,47426,45050,9,44,95,3,0,1,3,0,0,714,38,22,51,57555,48450,8,45,104,11,2,2,3,1,1
209,1950,False,False,True,1036,36,26,46,72952,66525,13,47,124,11,4,3,6,1,1,913,26,36,31,58919,55900,5,58,103,2,0,1,0,0,0
210,1341,True,False,True,666,41,20,31,52199,43950,8,43,114,8,2,2,5,0,1,498,20,41,30,38757,36233,8,33,73,0,0,0,1,0,0
211,2334,False,False,True,1276,47,35,51,80098,71950,55,92,195,7,1,2,3,0,0,1267,35,47,38,84653,81800,52,129,347,10,2,4,3,2,1
212,1202,True,False,False,601,9,18,11,32685,28733,3,30,67,0,0,0,3,0,1,660,18,9,20,39258,35505,7,36,79,4,0,2,0,0,0
213,1897,False,False,True,878,43,33,65,69027,58450,23,70,161,10,1,3,6,1,0,813,33,43,33,61619,58833,11,66,106,5,0,1,0,0,1
214,1926,False,False,True,989,43,21,74,74760,67735,34,67,186,6,1,2,2,2,1,1045,21,43,30,64463,62483,20,81,168,10,4,3,3,0,0
215,1849,False,False,True,851,37,22,61,65227,56800,22,78,169,11,2,3,2,1,0,773,22,37,29,53470,51925,25,66,168,5,1,1,1,0,1
216,1540,False,False,False,706,11,29,11,40858,41410,6,40,90,3,0,1,5,0,1,721,29,11,66,52421,40126,18,43,122,9,1,3,1,1,0
218,1687,False,False,True,918,35,21,51,67520,57087,16,70,153,10,2,3,3,1,1,805,21,35,33,50845,49250,20,74,141,3,0,0,0,0,0
219,1449,False,False,True,892,26,13,26,56164,48150,18,64,158,11,2,3,5,1,1,690,12,26,15,40003,37600,23,46,100,0,0,0,1,0,0
220,1448,False,False,True,627,42,14,48,54663,45455,11,55,118,11,4,3,6,0,1,594,14,42,18,40328,38033,9,37,89,3,0,0,0,0,0
221,1597,True,False,True,820,41,13,44,61637,54825,12,51,135,7,1,4,2,1,1,801,13,41,12,45131,42468,7,50,107,1,0,0,2,0,0
222,2190,False,False,False,926,28,47,44,68107,65570,21,82,190,7,0,2,1,0,0,902,47,28,63,73081,65425,22,57,169,10,3,4,2,1,0
223,1511,False,False,True,754,33,24,32,56018,52635,12,43,99,11,3,1,3,0,1,710,24,33,33,48479,45783,13,47,116,1,0,2,3,0,0
224,1445,False,False,True,638,44,23,45,57927,52660,18,56,123,9,2,1,5,1,0,532,23,44,23,44247,41400,19,51,118,2,0,1,1,0,0
225,1658,False,False,False,744,10,30,17,47158,46533,12,61,128,4,0,0,1,0,0,895,30,10,39,58629,46675,9,48,120,9,2,4,5,1,1
226,1482,False,False,True,663,44,16,61,56770,47680,18,43,124,9,2,4,0,0,0,518,16,44,21,42914,39300,6,50,96,2,0,0,6,1,1
227,1422,False,False,False,673,16,32,17,41157,38968,15,68,140,2,0,0,3,0,0,703,32,16,61,53100,45575,27,47,117,8,1,3,0,0,1
228,1549,False,False,False,722,17,33,34,47062,45355,9,63,114,1,0,1,0,0,0,869,33,17,42,60353,52950,14,40,117,11,3,2,6,1,1
229,2089,False,False,True,932,62,47,91,77861,69333,24,72,192,8,1,5,3,0,0,935,47,62,60,77407,75035,24,68,183,6,0,0,3,2,0
231,1855,False,False,False,827,36,39,40,64352,63668,18,50,119,7,0,2,3,1,0,880,39,36,56,64670,56700,18,64,153,7,1,2,3,0,1
232,2111,False,False,False,1006,27,42,40,68301,64255,25,82,186,5,1,2,3,0,0,1054,42,27,62,79723,72425,35,73,219,10,3,1,1,2,1
234,1479,False,False,True,719,34,22,36,54539,48350,1,39,84,11,2,3,6,0,1,696,22,34,18,44771,40100,3,28,53,1,0,0,0,0,0
235,344,True,False,True,157,4,2,10,10742,6525,1,8,13,0,0,0,0,0,0,116,2,4,1,8302,7050,0,8,9,0,0,0,0,0,0
236,924,True,False,True,424,19,9,23,31728,26925,10,36,71,3,0,0,6,0,0,452,9,19,8,25336,23100,12,37,81,0,0,2,0,0,0
237,1556,True,False,True,763,33,16,39,55231,46650,7,56,114,9,2,3,0,1,1,728,16,34,14,43470,40875,12,48,105,1,0,0,3,0,0
238,1754,False,False,False,786,27,36,51,55750,52025,10,61,145,3,0,1,4,0,0,877,35,27,43,63068,59250,20,55,146,11,4,3,2,1,1
240,1724,False,False,True,805,41,20,43,61731,56443,8,42,79,8,1,4,1,1,0,752,20,41,23,51636,49453,6,37,100,3,0,0,2,0,1
241,1123,True,False,False,426,5,28,10,27221,25000,2,26,59,0,0,0,6,0,0,539,28,6,27,39572,34825,4,29,74,5,0,2,0,0,1
242,1177,False,False,False,453,9,31,13,29322,27705,6,33,62,0,0,0,4,0,0,590,31,9,34,45922,38480,12,33,95,9,2,3,2,0,1
243,2215,True,False,False,1017,29,38,40,66819,62780,27,78,185,3,0,3,0,0,1,1023,38,29,63,73555,65900,31,68,201,11,3,3,6,1,0
244,1647,True,False,False,660,20,35,25,46645,43075,14,54,120,2,0,1,0,0,0,650,35,20,50,52847,47610,18,55,139,4,0,2,6,0,1
245,1749,False,False,False,828,26,38,49,56097,53158,12,55,135,3,0,1,2,0,1,782,36,26,45,63314,56323,14,58,143,11,4,3,4,1,0
246,1306,False,False,True,611,29,10,58,47784,38166,8,47,115,9,2,2,6,0,1,613,10,29,10,34466,35770,8,34,74,0,0,1,0,0,0
247,2213,False,False,False,1019,23,42,32,70246,64825,18,69,174,7,0,2,6,1,0,1061,42,23,56,75391,66455,15,71,181,10,2,3,0,1,1
248,1684,False,False,False,640,35,52,49,53761,52025,7,45,110,1,0,1,1,0,0,750,52,35,69,67587,62988,11,61,144,10,2,2,5,1,1
249,1946,False,False,False,867,27,37,32,58504,55825,9,51,128,6,0,1,6,0,1,841,37,28,72,66569,60910,15,50,125,9,1,4,0,1,0
250,1581,True,False,True,789,36,20,55,58971,52850,14,52,162,10,3,2,6,1,1,713,20,36,20,45237,45085,13,42,97,3,0,1,0,0,0
251,1261,False,False,True,646,37,15,32,49418,38283,8,33,83,8,1,2,6,0,1,485,15,37,21,34775,32800,12,35,80,0,0,0,0,0,0
252,1986,True,False,False,946,45,53,51,70947,66058,20,66,181,5,0,3,1,1,0,996,53,45,58,77950,73058,19,70,180,10,2,2,5,1,1
253,996,True,False,False,373,15,28,14,28090,25800,3,33,59,0,0,0,0,0,0,507,28,15,20,39968,34025,3,20,44,4,0,2,6,0,0
254,1675,False,False,True,862,33,22,39,63033,55653,14,61,173,10,2,3,3,1,1,779,22,33,25,51739,48685,17,59,135,3,0,1,3,0,0
255,105,False,True,False,0,0,0,0,2500,2000,0,0,0,0,0,0,0,0,0,1,0,0,0,2514,2500,0,1,1,0,0,0,0,0,0
256,1836,False,False,False,714,36,34,35,55412,53448,15,67,184,4,0,1,3,0,0,691,34,37,57,61170,54433,14,59,137,8,1,4,3,1,1
257,1586,False,False,False,782,17,28,19,45815,44558,19,58,151,1,0,2,6,0,1,893,28,17,45,60306,50815,22,55,147,11,3,2,0,1,0
258,1401,True,False,True,754,20,15,25,49351,44325,14,58,131,6,0,3,3,1,1,620,15,20,27,39945,36198,20,39,102,1,0,0,0,0,0
259,1642,False,False,False,729,22,27,34,48267,46025,20,72,164,1,0,1,0,0,0,769,27,22,59,56883,47975,30,61,182,9,2,2,3,1,1
260,1895,False,False,False,959,24,37,15,57106,54858,24,59,185,4,0,1,0,0,1,942,37,25,50,67963,58530,27,67,189,10,2,4,3,1,0
261,1680,False,False,False,879,31,34,37,60449,58565,22,57,139,6,0,2,6,1,1,793,34,31,68,59921,49930,24,68,153,6,1,1,0,0,0
262,1230,True,False,True,623,26,16,36,43960,40630,6,36,81,5,0,3,3,0,0,614,16,26,14,37995,35775,5,43,79,3,0,0,0,0,1
263,1856,False,False,False,835,25,41,29,56451,54566,22,72,173,2,0,1,6,0,1,1031,41,25,60,70111,61990,22,73,207,10,2,4,0,2,0
264,1476,False,False,False,560,15,28,12,38464,37183,9,38,99,1,0,0,3,0,1,769,28,16,23,55165,48950,13,46,128,11,3,3,3,1,0
265,1428,True,False,False,588,13,32,11,38238,35475,7,38,80,2,0,1,0,0,0,626,32,14,44,48424,37750,11,36,99,9,2,2,6,0,0
266,1956,False,False,False,851,26,36,42,57599,54733,13,72,150,3,0,1,5,0,0,958,36,26,41,66178,58050,17,52,129,10,2,4,1,1,1
267,1718,False,False,False,853,26,35,40,57245,54233,16,51,119,4,0,2,5,1,0,942,35,26,48,64881,59300,19,57,141,8,1,2,1,0,1
268,1428,False,False,True,759,32,14,36,52398,44150,8,51,103,9,1,1,3,1,1,657,14,32,8,40650,38025,11,49,113,2,0,1,3,0,0
269,1161,True,False,True,575,31,10,42,45626,42000,6,38,82,8,0,1,3,0,1,434,10,31,13,31248,27650,6,42,77,0,0,1,0,0,0
270,1371,False,False,False,564,11,39,12,36751,33993,9,41,75,1,0,1,0,0,0,663,39,11,45,51237,45330,16,42,117,9,2,1,6,0,1
271,2310,False,False,True,1202,34,26,61,78514,70693,45,76,235,9,1,4,3,1,1,1069,26,34,48,71647,68975,29,115,225,5,1,1,3,2,0
272,1694,False,False,False,808,17,23,29,48994,48033,9,66,132,2,0,2,3,0,0,857,23,17,30,58131,49808,19,38,127,9,1,2,3,1,1
273,566,True,False,False,254,3,5,2,14276,11400,1,13,16,0,0,0,3,0,0,287,5,3,3,15842,13380,2,11,20,0,0,1,0,0,0
274,1690,False,False,True,879,26,21,23,57516,49758,14,55,126,10,2,2,0,0,0,649,21,26,35,46162,45216,8,45,89,2,0,1,3,0,0
275,2255,False,False,True,992,44,40,43,76293,67950,11,59,135,11,4,1,0,1,0,902,40,44,38,71558,66938,15,93,206,6,1,4,6,0,0
276,1579,False,False,True,808,51,20,60,65489,52458,15,52,131,11,3,2,2,1,0,701,20,51,26,51936,49650,16,46,110,3,0,1,4,0,1
277,1822,False,False,False,834,14,31,21,51224,48633,12,61,125,2,0,1,3,0,0,1009,31,14,35,65757,55983,20,58,160,11,3,3,3,1,1
278,1438,False,False,True,693,44,29,50,58183,48075,14,40,108,9,1,2,1,0,0,643,29,44,19,48176,47075,10,41,107,4,0,1,5,0,0
279,1262,True,False,True,680,31,11,42,50055,42975,14,43,105,5,0,3,3,1,0,514,10,31,16,34023,32000,8,42,96,0,0,0,3,0,1
280,1202,False,False,False,483,16,20,25,32498,30208,6,40,86,0,0,1,1,0,0,617,20,16,21,41796,30263,6,35,81,9,2,1,5,0,1
281,923,True,False,False,354,7,20,6,23203,20525,3,25,43,0,0,0,0,0,0,486,20,7,22,34505,28808,11,30,70,4,0,2,6,0,0
282,2096,False,False,False,1044,34,44,40,70417,68125,25,57,139,6,0,2,5,0,0,1041,44,35,41,74767,66773,25,83,198,11,3,3,1,2,1
283,1244,True,False,False,566,13,26,15,35394,33083,4,46,90,2,0,1,5,0,0,651,26,13,35,42754,36843,8,37,79,4,0,2,1,0,1
284,1652,False,False,False,670,28,40,35,48272,43925,13,45,109,1,0,2,2,0,0,729,40,28,69,61344,49633,13,61,142,10,2,1,4,1,1
285,928,True,False,True,506,24,6,23,34961,26850,6,23,53,5,0,1,6,0,0,355,6,24,6,22808,20700,6,24,45,0,0,1,0,0,0
286,1847,False,False,False,587,36,43,43,54487,51108,16,55,145,4,0,4,1,0,1,598,42,36,76,63895,56308,12,57,131,8,1,0,5,2,0
287,2286,False,False,True,891,64,50,82,89328,84300,37,96,234,11,5,3,1,2,0,1054,50,64,75,82874,76435,34,95,196,5,0,2,4,0,1
288,1904,False,False,False,735,19,49,30,55368,53350,9,66,139,7,2,1,0,0,0,733,49,19,64,66469,58875,11,54,135,9,1,4,3,2,1
289,1417,False,False,True,712,31,16,36,51157,46275,16,41,113,7,1,2,2,1,1,726,16,31,20,42869,38908,12,50,106,3,0,1,4,0,0
290,1705,False,False,False,741,22,27,36,47650,47275,16,61,131,1,0,0,3,0,1,845,27,22,45,62751,54558,27,55,174,10,2,4,3,1,0
291,927,True,False,True,471,17,5,21,30749,25575,8,31,57,1,0,2,4,0,0,437,5,17,5,25403,24037,10,30,64,1,0,0,2,0,0
292,1181,True,False,False,554,12,23,14,33802,29525,9,36,84,1,0,1,3,0,0,565,23,13,22,39791,35135,4,46,92,4,0,1,3,0,1
293,1677,False,False,False,792,22,37,32,52964,54193,5,64,126,2,0,0,1,0,0,787,37,23,49,62123,56413,8,47,117,9,2,2,4,2,0
294,1450,False,False,True,739,28,27,44,53807,47238,10,47,105,8,1,1,6,1,0,716,27,28,30,46200,43833,12,45,114,4,0,2,0,0,1
295,1811,False,False,False,911,28,34,36,60147,56683,10,63,142,8,0,2,0,0,0,780,34,28,53,61043,54450,21,45,127,7,1,2,6,1,1
296,1619,False,False,True,842,50,27,63,65303,59205,9,45,101,10,2,3,3,1,1,744,27,52,27,51566,49625,11,57,125,3,0,0,3,0,0
297,1711,False,False,True,789,36,25,56,62356,57935,13,45,143,11,3,2,6,1,0,716,25,36,42,52224,48900,10,49,127,2,0,2,0,0,1
298,1707,False,False,True,868,31,23,47,59972,50466,17,58,146,10,1,3,2,0,0,832,23,31,39,53944,51785,15,63,153,2,0,0,4,1,0
299,1535,False,False,True,800,38,21,39,60402,53780,13,43,127,11,2,4,1,1,1,699,21,38,30,45580,43035,9,47,109,1,0,0,5,0,0
300,1822,False,False,True,875,38,26,40,66704,59100,20,56,158,9,1,2,0,1,1,854,26,39,55,59388,56683,17,57,155,6,0,3,6,1,0
301,1879,False,False,True,957,46,44,72,73702,65875,19,50,143,10,2,3,3,1,0,828,44,46,41,65607,62408,10,73,153,6,0,2,3,0,1
302,2494,False,False,False,1089,46,45,53,80148,74280,16,77,183,5,0,3,5,0,0,1096,45,46,54,83479,75380,24,86,230,10,3,3,1,1,1
303,2315,True,False,False,931,30,42,43,66134,62658,25,81,212,4,0,2,0,0,1,1023,41,30,60,75541,68683,23,66,161,6,0,3,6,1,0
304,2048,False,False,True,903,40,35,55,70549,63638,21,75,195,9,1,4,1,1,0,954,35,41,36,65939,62187,24,77,189,6,0,0,4,0,1
305,1416,True,False,False,642,20,25,31,40931,39350,21,46,107,1,0,1,0,0,0,688,25,20,34,48627,43475,21,58,137,8,1,2,5,0,1
306,1868,True,False,False,602,30,49,49,53418,72525,7,57,137,3,0,1,3,0,1,844,49,30,62,70263,63315,13,50,135,11,1,3,0,1,0
307,876,True,False,True,381,19,9,25,29831,27025,7,22,53,1,0,1,2,0,0,341,9,19,7,21816,19600,7,21,52,0,0,1,1,0,0
308,915,True,False,False,447,6,18,4,23703,21600,4,24,47,0,0,0,1,0,0,473,18,6,26,29935,25000,8,28,69,0,0,1,2,0,1
309,2288,False,False,True,978,46,38,40,76762,72690,9,74,172,11,3,4,3,0,0,1022,38,46,37,74291,69500,7,48,107,4,0,2,0,0,1
310,1835,False,False,True,961,39,26,55,69015,59685,24,65,162,10,3,3,6,1,1,906,26,39,51,56333,54000,34,58,181,0,0,2,0,0,0
311,1578,False,False,True,810,36,20,46,57930,52958,15,60,137,8,1,2,2,1,0,741,20,36,23,46759,43083,17,58,139,2,0,2,4,0,0
312,918,True,False,True,506,26,7,17,33393,30158,3,24,62,3,0,1,3,0,0,347,7,26,6,23029,19637,1,20,35,1,0,0,0,0,0
313,1289,False,False,False,555,13,29,19,35902,32350,6,37,72,0,0,0,0,0,1,676,29,13,43,51209,43525,7,48,105,10,2,2,3,1,0
314,108,False,True,True,3,0,0,0,2563,2500,0,3,2,0,0,0,0,0,0,0,0,0,0,2500,1500,0,1,0,0,0,0,0,0,0
315,105,False,True,False,5,0,0,0,2614,2500,0,2,2,0,0,0,0,0,0,0,0,0,0,2513,2450,0,2,2,0,0,0,0,0,0
316,1590,False,False,True,743,44,17,45,61224,56987,10,46,115,10,1,1,6,1,0,712,17,44,23,44362,43080,9,47,129,1,0,3,0,0,0
317,2085,False,False,True,1074,40,25,56,73396,67295,23,75,169,10,3,2,1,1,0,1061,25,41,30,68236,63750,21,96,226,5,0,3,5,1,1
318,1692,False,False,False,705,14,28,24,44964,42108,4,51,96,1,0,0,0,0,0,895,28,14,21,59799,51525,10,35,99,11,3,4,3,1,1
319,1219,False,False,False,463,10,33,18,31247,29500,6,27,62,0,0,0,0,0,0,568,32,10,33,46993,40908,9,40,97,10,2,2,6,0,1
320,2453,False,False,False,970,52,43,61,83566,81610,22,92,219,5,1,2,3,2,0,1194,43,52,49,83962,73550,18,82,205,11,3,4,0,1,0
322,1368,False,False,True,653,23,4,34,47078,44733,11,39,98,10,2,3,5,1,1,640,4,23,3,34278,32660,5,37,68,3,0,0,1,0,0
323,2363,False,False,True,1060,54,56,69,87011,77200,16,88,171,10,2,3,2,1,1,966,56,54,76,80715,75658,24,81,184,6,0,3,3,1,0
324,1539,True,False,True,692,39,21,42,55153,51233,15,58,137,8,0,3,0,0,0,686,21,39,23,47745,45650,12,36,90,3,0,0,6,0,1
325,2478,False,False,True,1156,51,40,93,91272,73225,31,92,240,10,1,5,3,2,0,1118,40,51,44,77859,74750,37,73,229,8,2,0,3,1,1
326,2304,False,False,False,929,20,51,30,63061,60575,16,85,182,1,0,1,5,0,0,988,51,20,73,77097,70610,27,85,227,11,6,4,0,1,0
327,2080,True,False,False,884,38,54,38,66625,63975,26,63,174,6,0,1,6,1,1,882,54,38,91,73161,66715,18,72,174,6,1,4,0,1,0
328,2706,False,False,False,1242,39,57,50,93726,98707,33,115,256,8,1,2,4,4,1,1389,57,39,71,97115,91143,38,106,277,10,3,4,2,0,0
329,1571,False,False,True,834,31,20,38,57756,50205,11,49,112,9,1,2,3,1,1,715,19,31,29,47552,45203,13,37,108,2,0,1,3,0,0
330,541,True,False,False,244,1,2,0,13010,8550,2,12,19,0,0,0,3,0,0,276,2,1,2,13947,9975,3,14,24,0,0,0,0,0,0
331,1466,False,False,False,689,19,40,17,43758,41500,15,45,132,1,0,1,5,0,0,828,40,19,40,60079,50880,8,63,126,11,3,2,1,1,0
332,2082,False,False,True,949,43,36,81,72540,67538,16,90,192,9,1,4,3,0,1,971,36,43,73,71367,67175,26,79,214,6,1,2,3,1,0
333,1566,False,False,False,807,19,26,25,48166,45975,17,42,117,3,0,1,3,0,1,861,26,19,42,59125,48975,18,53,142,10,2,3,3,1,0
334,1315,True,False,False,662,18,34,19,42739,40375,12,36,93,3,0,0,4,0,0,639,34,18,35,47846,45275,15,47,108,3,0,2,2,1,1
335,1655,False,False,True,799,36,21,42,60388,54883,13,73,163,10,2,4,1,1,0,787,20,36,17,49667,46863,18,47,123,4,0,0,4,0,1
336,1740,False,False,True,810,38,13,35,62035,50430,12,45,137,10,2,4,3,1,1,681,13,38,16,43920,42635,7,63,135,0,0,0,0,0,0
337,1236,False,False,True,706,19,2,27,45666,38575,14,39,99,10,2,2,3,0,1,608,2,19,4,30083,29083,7,45,89,0,0,0,3,0,0
338,1603,False,False,False,745,11,34,9,42887,40100,8,52,120,2,0,0,3,0,0,825,34,11,45,59019,50700,17,58,154,9,2,4,3,1,1
339,1811,True,False,False,865,21,40,40,53723,50975,23,54,147,2,0,1,0,0,0,807,40,21,69,67636,62035,18,69,190,11,3,3,6,2,0
340,1992,False,False,False,877,38,32,65,69567,64933,33,78,212,7,1,1,3,1,1,938,32,38,51,68922,59983,29,78,202,9,1,3,3,1,0
341,2308,False,False,True,1113,53,40,75,82638,71260,25,80,211,11,3,5,4,0,0,1045,40,53,67,76771,72900,12,80,167,3,0,1,2,0,1
342,106,False,True,True,1,0,0,0,2521,2500,0,1,0,0,0,0,0,0,0,0,0,0,0,2511,2000,0,0,0,0,0,0,0,0,0
343,1710,False,False,False,813,17,45,17,51560,48200,14,37,97,3,0,0,3,0,1,747,45,17,52,62309,52375,4,59,120,11,4,4,0,1,0
344,1865,True,False,False,989,34,46,38,68845,65310,20,84,161,6,0,2,6,0,1,898,46,34,50,70397,62550,32,60,170,8,2,2,0,1,0
345,1798,False,False,False,648,32,48,55,56708,53300,12,53,123,2,0,0,2,0,0,693,48,32,62,64149,56780,16,58,159,10,3,4,4,0,1
346,1893,False,False,True,876,45,19,60,67288,61375,25,82,210,9,2,3,3,0,0,783,19,45,32,53877,49000,18,66,146,1,0,2,3,0,1
347,914,True,False,False,361,4,10,3,21672,19335,2,23,38,0,0,0,5,0,0,496,10,4,4,28542,21850,6,22,48,3,0,2,0,0,0
348,2323,False,False,True,986,47,42,63,81518,74825,11,84,170,11,7,4,6,2,0,1042,41,47,39,78196,65180,13,66,126,4,0,1,0,0,1
349,2107,True,False,True,862,47,33,88,73398,68958,16,74,183,10,2,4,0,1,0,864,33,47,44,63306,58700,16,89,169,3,0,0,3,0,1
350,1213,True,False,True,675,30,12,38,47712,40450,7,45,97,7,0,1,4,0,1,587,12,30,14,33591,29830,13,23,60,0,0,1,2,0,0
351,1259,True,False,False,624,18,31,15,38561,35775,6,39,78,3,0,0,0,0,1,627,31,18,33,45875,43560,5,40,85,6,0,2,6,0,0
352,1511,False,False,True,790,25,18,29,55034,46400,16,37,114,11,3,3,4,1,1,665,18,25,35,42619,39483,11,43,95,0,0,1,2,0,0
353,1901,False,False,False,799,37,52,55,63214,60658,21,59,152,7,1,2,5,0,0,826,52,37,68,72536,65055,16,73,148,8,1,2,1,1,1
354,1663,False,False,False,755,17,37,19,49116,46335,15,57,127,4,0,0,3,0,1,914,37,17,73,62343,55650,14,62,154,9,1,3,3,1,0
355,2067,False,False,False,960,29,39,47,68581,65960,23,75,174,4,0,2,6,1,1,1079,39,29,63,73914,71003,23,89,201,10,1,3,0,1,0
356,108,False,True,False,0,0,0,0,2500,2450,0,1,1,0,0,0,0,0,0,5,0,0,0,2616,2500,0,1,1,0,0,0,0,0,0
357,1518,False,False,True,734,27,25,37,54283,48658,9,40,135,10,2,3,6,1,0,685,25,27,28,47367,45950,9,46,107,4,0,1,0,0,0
358,1875,False,False,True,835,41,33,62,67850,58850,17,48,121,9,2,2,6,1,1,865,33,41,44,62248,60590,13,66,151,6,1,3,0,0,0
359,1963,True,False,True,956,36,23,49,72526,63950,18,66,151,11,3,2,3,1,0,926,23,36,29,60632,58638,24,61,196,6,0,2,3,0,1
360,2216,False,False,False,1062,32,52,39,73458,69425,23,87,221,7,0,1,0,0,1,933,52,32,68,81741,76150,22,61,160,11,6,4,5,2,0
361,1915,False,False,True,869,33,23,55,63122,54780,15,62,158,8,1,2,3,0,1,855,23,33,40,58300,54350,16,63,140,4,0,2,1,1,0
362,2826,False,False,True,1192,70,57,97,100481,98730,10,102,217,10,3,4,3,1,1,1208,57,71,75,102231,92005,23,81,208,7,0,3,3,2,0
363,982,True,False,False,401,10,18,8,25821,23200,5,25,62,0,0,0,1,0,0,492,18,10,12,32451,28408,2,28,52,2,0,1,2,0,0
364,2217,True,False,False,972,40,51,81,72763,69312,15,80,156,2,0,1,2,0,0,1059,51,40,76,81327,78388,27,90,243,10,3,4,4,2,1
365,979,True,False,True,512,11,10,12,32563,27925,8,26,74,5,1,0,6,0,0,445,10,11,8,25378,22975,0,22,44,0,0,1,0,0,0
366,1892,False,False,False,901,36,36,38,62888,59025,24,65,146,5,0,1,2,0,0,879,36,36,45,66748,60425,18,89,182,7,1,4,1,1,1
367,1763,False,False,True,880,29,18,65,61434,53950,23,62,155,11,4,4,3,1,1,882,18,29,36,53828,49175,22,82,182,3,0,1,3,0,0
